file,start_datetime,stop_datetime,region_id,genotype,replicate
Monitor1.txt,2024-04-11 06:00:00,2024-04-15 06:00:00,1,SGRP_043_F,Block8Rep3
Monitor1.txt,2024-04-11 06:00:00,2024-04-15 06:00:00,2,SGRP_043_F,Block8Rep3
Monitor1.txt,2024-04-11 06:00:00,2024-04-15 06:00:00,3,SGRP_043_F,Block8Rep3
Monitor1.txt,2024-04-11 06:00:00,2024-04-15 06:00:00,4,SGRP_043_F,Block8Rep3
Monitor1.txt,2024-04-11 06:00:00,2024-04-15 06:00:00,5,SGRP_043_F,Block8Rep3
Monitor1.txt,2024-04-11 06:00:00,2024-04-15 06:00:00,6,SGRP_043_F,Block8Rep3
Monitor1.txt,2024-04-11 06:00:00,2024-04-15 06:00:00,7,SGRP_043_F,Block8Rep3
Monitor1.txt,2024-04-11 06:00:00,2024-04-15 06:00:00,8,SGRP_043_F,Block8Rep3
